payment_id,order_id,merchant_id,amount,currency,method,status,fee,tax,net_amount,created_at,captured_at,settlement_id,notes
pay_0XEhKI7wvRtzdO,order_9PfxI29vf1DWXs,acc_ACMERT0001,12577,INR,upi,captured,0,0,12577,2026-07-25 19:42:12,2026-07-25 19:42:37,setl_2JromFMUFBB82k,
pay_7ZCyRu9HR9cg6I,order_Ow92BN6P2rvrrZ,acc_ACMERT0001,152538,INR,card,captured,3051,549,148938,2026-07-25 21:49:43,2026-07-25 21:50:21,setl_2JromFMUFBB82k,
pay_DAkWvo4sMkYYO8,order_N5kKJ2ofA2HF3n,acc_ACMERT0001,492731,INR,upi,captured,0,0,492731,2026-07-26 07:46:27,2026-07-26 07:46:43,setl_svUxZS3ixKEebC,
pay_8niwspPfbEQtkT,order_D2KVLbDDXi3Tzl,acc_ACMERT0001,171712,INR,netbanking,captured,3263,587,167862,2026-07-26 07:55:40,2026-07-26 07:56:02,setl_svUxZS3ixKEebC,
pay_TeJTXnivpIhPEV,order_8WL39SnWVWouw5,acc_ACMERT0001,122651,INR,card,captured,2453,442,119756,2026-07-26 08:04:23,2026-07-26 08:04:55,setl_svUxZS3ixKEebC,
pay_3my5oeELFd4Bjn,order_7NDlyxiDUmOwrm,acc_ACMERT0001,47268,INR,card,captured,945,170,46153,2026-07-26 08:17:08,2026-07-26 08:17:38,setl_svUxZS3ixKEebC,
pay_HcsBWrS8NIKYnY,order_RfN4vV7dG86Rx4,acc_ACMERT0001,171989,INR,card,captured,3440,619,167930,2026-07-26 08:23:23,2026-07-26 08:23:59,setl_svUxZS3ixKEebC,
pay_GH1hETIR0I5sCN,order_xZR8SZ84em54Df,acc_ACMERT0001,502380,INR,card,captured,10048,1809,490523,2026-07-26 09:06:10,2026-07-26 09:06:20,setl_svUxZS3ixKEebC,
pay_NZ4WDcgVd7IlkY,order_bFGhe5pUCLLuAm,acc_ACMERT0001,441238,INR,upi,captured,0,0,441238,2026-07-26 10:20:14,2026-07-26 10:20:41,setl_svUxZS3ixKEebC,
pay_puBLo57L8j6K5a,order_AccEUXGcBHzEZZ,acc_ACMERT0001,42459,INR,upi,captured,0,0,42459,2026-07-26 14:05:35,2026-07-26 14:06:02,setl_svUxZS3ixKEebC,
pay_FLQSH1JCDtKi5Y,order_tkYqoExsX2djws,acc_ACMERT0001,20537,INR,upi,captured,0,0,20537,2026-07-26 16:11:11,2026-07-26 16:11:21,setl_svUxZS3ixKEebC,
pay_hHgNx3WIGoDXOQ,order_nrdmhYjR296EFl,acc_ACMERT0001,1226608,INR,card,captured,24532,4416,1197660,2026-07-26 18:18:13,2026-07-26 18:18:35,setl_svUxZS3ixKEebC,
pay_4sASZYXESinjOr,order_HCAp8lNScMlTFN,acc_ACMERT0001,128957,INR,wallet,captured,2257,406,126294,2026-07-26 18:26:00,2026-07-26 18:26:13,setl_svUxZS3ixKEebC,
pay_Fj3nH8ObsARI7i,order_EwACVPbsmeb3Zo,acc_ACMERT0001,138048,INR,netbanking,captured,2623,472,134953,2026-07-26 20:37:21,2026-07-26 20:37:42,setl_svUxZS3ixKEebC,
pay_66kgnjGo1mY5JN,order_S18H2ITJSWZhAD,acc_ACMERT0001,18600,INR,netbanking,captured,353,64,18183,2026-07-27 07:30:22,2026-07-27 07:30:46,,
pay_xyxaswwtC3JfnU,order_4CVAZCskZU5BU5,acc_ACMERT0001,826981,INR,upi,captured,0,0,826981,2026-07-27 09:09:13,2026-07-27 09:09:47,,
pay_ORES0hxGUKb2qk,order_LdjuD4SiwkdrxA,acc_ACMERT0001,1204325,INR,upi,captured,0,0,1204325,2026-07-27 16:18:33,2026-07-27 16:18:38,setl_buG4gyWjNufHFD,
pay_GmXOlWgMWkIu3u,order_02RZtrRSSxgILw,acc_ACMERT0001,43958,INR,netbanking,captured,835,150,42973,2026-07-27 16:23:49,2026-07-27 16:24:11,setl_buG4gyWjNufHFD,
pay_ve79LWyfaAO6rA,order_lJDTKW6iml1ysJ,acc_ACMERT0001,516662,INR,upi,refunded,0,0,516662,2026-07-27 16:31:35,2026-07-27 16:31:50,,
pay_phcuKiCqxlnJTc,order_QuwjxCIkIth6bz,acc_ACMERT0001,680290,INR,wallet,failed,0,0,0,2026-07-27 17:09:00,,,
pay_fudMPmLHoY7Xrm,order_bfI2CRQ9fGzmFu,acc_ACMERT0001,64692,INR,upi,captured,0,0,64692,2026-07-27 18:25:09,2026-07-27 18:25:37,setl_buG4gyWjNufHFD,
pay_IGvPTsE5s8WKQj,order_ZKU67CvShUE5ci,acc_ACMERT0001,11625,INR,upi,captured,0,0,11625,2026-07-27 19:39:53,2026-07-27 19:40:16,setl_buG4gyWjNufHFD,
pay_bYajqt9O1OEhPQ,order_5sAlF6SPpbhWrF,acc_ACMERT0001,33708,INR,wallet,failed,0,0,0,2026-07-27 22:36:27,,,
pay_m2e51ZE8RxlaRF,order_RgzCHQRfhjzzSL,acc_ACMERT0001,376919,INR,wallet,captured,6596,1187,369136,2026-07-28 09:23:12,2026-07-28 09:23:51,setl_ZPm97MMhsUdV4m,
pay_2zho1BUFrWTXLL,order_rWYZP8zwEQM8zF,acc_ACMERT0001,39794,INR,upi,captured,0,0,39794,2026-07-28 10:07:16,2026-07-28 10:07:31,setl_ZPm97MMhsUdV4m,
pay_Z3IIb8WcB46hyC,order_u2yCDcclJQ3Xt4,acc_ACMERT0001,85255,INR,upi,captured,0,0,85255,2026-07-28 16:45:24,2026-07-28 16:45:32,setl_ZPm97MMhsUdV4m,
pay_cYQGLdEh6qcetQ,order_aWgYh6MnL5mlQw,acc_ACMERT0001,28178,INR,card,captured,564,102,27512,2026-07-28 18:22:10,2026-07-28 18:22:50,setl_ZPm97MMhsUdV4m,
pay_KRFQJRIKEEJ2kG,order_dzqFLyNRwXsudb,acc_ACMERT0001,34013,INR,upi,captured,0,0,34013,2026-07-28 18:51:47,2026-07-28 18:52:09,setl_AcXaOxTvZNxvag,
pay_yBnGoAhWuhDhHi,order_FWxTsJUcfuFhys,acc_ACMERT0001,920420,INR,upi,partially_refunded,0,0,920420,2026-07-28 21:14:35,2026-07-28 21:15:03,setl_ZPm97MMhsUdV4m,
pay_pGKeg0LWaHnTm9,order_sk5WIaUg7n6G2T,acc_ACMERT0001,98529,INR,upi,captured,0,0,98529,2026-07-28 21:43:06,2026-07-28 21:43:29,setl_ZPm97MMhsUdV4m,
pay_O8ibgVd1eFRbly,order_MRujtNNgWeQWHX,acc_ACMERT0001,126955,INR,upi,captured,0,0,126955,2026-07-28 22:31:32,2026-07-28 22:31:54,setl_ZPm97MMhsUdV4m,
pay_0C4MHWvlTtbV0h,order_oi2SjSotinifBS,acc_ACMERT0001,11232,INR,upi,captured,0,0,11232,2026-07-28 22:48:27,2026-07-28 22:48:34,setl_ZPm97MMhsUdV4m,
pay_GDQWJl4bOTH3lK,order_FnQ90V8Dr7OIZN,acc_ACMERT0001,793616,INR,netbanking,captured,15079,2714,775823,2026-07-29 08:33:12,2026-07-29 08:33:22,setl_Z7pY2tQunpDjTj,
pay_JBBP5cmkribqYZ,order_rQJlP2c9UFYbd3,acc_ACMERT0001,29528,INR,netbanking,failed,0,0,0,2026-07-29 09:57:26,,,
pay_buyKyuKgZFgSRn,order_vFGZWQvkNtxBmF,acc_ACMERT0001,1315919,INR,upi,captured,0,0,1315919,2026-07-29 13:18:16,2026-07-29 13:18:53,setl_rDrmTMDskLiu9b,
pay_460g0kSqGewAMU,order_0JVuDSbWdPPlOC,acc_ACMERT0001,36257,INR,netbanking,captured,689,124,35444,2026-07-29 13:40:19,2026-07-29 13:40:25,setl_rDrmTMDskLiu9b,
pay_pjVRWt2BAu316e,order_On2Ar0sPkqRMpz,acc_ACMERT0001,11815,INR,card,captured,236,42,11537,2026-07-29 14:51:52,2026-07-29 14:52:24,setl_rDrmTMDskLiu9b,
pay_zZoNV9fT2LgLvr,order_eKZHEBnwYeP0tG,acc_ACMERT0001,191544,INR,netbanking,captured,3639,655,187250,2026-07-29 17:12:26,2026-07-29 17:13:06,setl_rDrmTMDskLiu9b,
pay_QQ4fz81U1iphKV,order_G7hHQ1L8X7HqF4,acc_ACMERT0001,132158,INR,card,captured,2643,476,129039,2026-07-29 17:53:37,2026-07-29 17:53:53,setl_rDrmTMDskLiu9b,
pay_P95Mc1VQZ8dS6Y,order_QpqJytO9Sx5ZRh,acc_ACMERT0001,38993,INR,upi,failed,0,0,0,2026-07-29 19:00:58,,,
pay_gBwwAwdQpppPtL,order_f6Se3thvkbIucD,acc_ACMERT0001,184941,INR,upi,captured,0,0,184941,2026-07-29 20:17:01,2026-07-29 20:17:39,setl_rDrmTMDskLiu9b,
pay_76qtf70Wptn34k,order_6COu4ZXPAYcr3f,acc_ACMERT0001,2975900,INR,netbanking,partially_refunded,56542,10178,2909180,2026-07-29 20:59:53,2026-07-29 21:00:21,setl_rDrmTMDskLiu9b,
pay_7BnjglnrCAq3Ld,order_FIxS8huIBERp9r,acc_ACMERT0001,2522524,INR,netbanking,captured,47928,8627,2465969,2026-07-29 22:45:23,2026-07-29 22:45:25,setl_rDrmTMDskLiu9b,
pay_D0RFhoTnm830Yr,order_sVFyiB2nMn0sUR,acc_ACMERT0001,19564,INR,card,captured,391,70,19103,2026-07-30 07:18:16,2026-07-30 07:18:45,,
pay_kpHTX1PWi2MRAY,order_8uCE3ViqlRL0uZ,acc_ACMERT0001,34091,INR,card,captured,682,123,33286,2026-07-30 12:25:56,2026-07-30 12:26:33,setl_TiFe7eijgHk8Tp,
pay_6pxLRPDfaEi3uS,order_zRnTyTBVMqegJd,acc_ACMERT0001,2975233,INR,card,failed,0,0,0,2026-07-30 18:38:42,,,
pay_MTVZcaqGNytzQx,order_i95JcLlqkGF7v4,acc_ACMERT0001,44761,INR,upi,captured,0,0,44761,2026-07-30 20:09:16,2026-07-30 20:09:19,setl_TiFe7eijgHk8Tp,
pay_iF31rVx7Bs54qN,order_1W7qHuB5kuVFW8,acc_ACMERT0001,889354,INR,card,captured,17787,3202,868365,2026-07-30 21:03:12,2026-07-30 21:03:27,setl_TiFe7eijgHk8Tp,
pay_nLaHXKlA6epXFR,order_g4vbsRRhzxL78g,acc_ACMERT0001,15312,INR,netbanking,captured,291,52,14969,2026-07-30 21:53:45,2026-07-30 21:54:15,setl_TiFe7eijgHk8Tp,
pay_ob8b7JPNOo6fDm,order_qS2kdzNBMqjf9x,acc_ACMERT0001,53700,INR,card,failed,0,0,0,2026-07-30 23:27:49,,,
pay_lcEqkTDBh57FcC,order_wTJFDFh2U3jhwf,acc_ACMERT0001,21029,INR,card,captured,421,76,20532,2026-07-30 23:52:17,2026-07-30 23:52:55,setl_TiFe7eijgHk8Tp,
pay_MQavcPN8Cu8UU6,order_9ZKin3dZPsuZdV,acc_ACMERT0001,2599669,INR,card,captured,51993,9359,2538317,2026-07-31 09:25:16,2026-07-31 09:25:42,setl_RJbdP1SoEccoWo,
pay_bazhakPEDSz3Q9,order_VMUFtN0NxSR9SR,acc_ACMERT0001,18197,INR,card,captured,364,66,17767,2026-07-31 11:00:12,2026-07-31 11:00:14,setl_RJbdP1SoEccoWo,
pay_fb2nkyXzsPW9Pj,order_htFZBVZ6t5RMiw,acc_ACMERT0001,737555,INR,upi,failed,0,0,0,2026-07-31 13:31:28,,,
pay_3qg0jJo2Yo49pD,order_htFZBVZ6t5RMiw,acc_ACMERT0001,737555,INR,upi,captured,0,0,737555,2026-07-31 13:34:28,2026-07-31 13:34:32,setl_SIGxAVzAKvtfpk,retry after failed attempt
pay_msK11zdvagO2TB,order_A2FVLMUJscFzFG,acc_ACMERT0001,177900,INR,upi,captured,0,0,177900,2026-07-31 14:45:03,2026-07-31 14:45:31,setl_RJbdP1SoEccoWo,
pay_lYl1zcfA4TtuLU,order_DWQCNZqv963Zln,acc_ACMERT0001,833395,INR,card,captured,16668,3000,813727,2026-07-31 15:55:43,2026-07-31 15:56:18,setl_RJbdP1SoEccoWo,
pay_9A18RPVxYEZ2kN,order_nsSVfQEilmkMFg,acc_ACMERT0001,3070833,INR,netbanking,captured,58346,10502,3001985,2026-07-31 16:15:13,2026-07-31 16:15:15,setl_RJbdP1SoEccoWo,
pay_ErKMBfWBZxNlBO,order_BfcGvDRoPRTj7F,acc_ACMERT0001,72012,INR,upi,captured,0,0,72012,2026-07-31 16:29:27,2026-07-31 16:29:58,setl_RJbdP1SoEccoWo,
pay_KuJer5PA4EhFN8,order_PwCSBbksUmEwCo,acc_ACMERT0001,138906,INR,upi,captured,0,0,138906,2026-07-31 21:08:56,2026-07-31 21:09:21,setl_RJbdP1SoEccoWo,
pay_Sm2bnEPjPpB1O2,order_YImftXDjEBbhk5,acc_ACMERT0001,708608,INR,card,captured,14172,2551,691885,2026-07-31 22:01:55,2026-07-31 22:02:11,setl_RJbdP1SoEccoWo,
pay_tjiR5t1pHBsKdJ,order_e6cGgGBAgDQUK0,acc_ACMERT0001,15358,INR,card,captured,307,55,14996,2026-07-31 23:01:07,2026-07-31 23:01:37,setl_RJbdP1SoEccoWo,
pay_A6A5D82HYRx8bC,order_jXaTZH8efvuzXk,acc_ACMERT0001,59723,INR,upi,captured,0,0,59723,2026-08-01 11:57:36,2026-08-01 11:58:10,,
pay_3qLFOBCS78FUA0,order_kjGiFTDi9TG3Hh,acc_ACMERT0001,58547,INR,upi,failed,0,0,0,2026-08-01 12:35:23,,,
pay_hM2AhhxKscHjhx,order_txtsFbYjjYLAd7,acc_ACMERT0001,426053,INR,netbanking,captured,8095,1457,416501,2026-08-01 12:52:47,2026-08-01 12:52:55,setl_1kznjIa6OVNsrJ,
pay_GhUd1xqOGwhdWP,order_8hCtKVaDvpZVLK,acc_ACMERT0001,3791395,INR,upi,captured,0,0,3791395,2026-08-01 14:22:19,2026-08-01 14:22:56,setl_1kznjIa6OVNsrJ,
pay_YPzXm4tfcIvyUU,order_V4iHIsnfGJtHvW,acc_ACMERT0001,45385,INR,upi,captured,0,0,45385,2026-08-01 15:15:53,2026-08-01 15:16:21,setl_1kznjIa6OVNsrJ,
pay_sAz4RSJ3tUVu6w,order_a0r5HN6jSzCPn4,acc_ACMERT0001,883710,INR,upi,failed,0,0,0,2026-08-01 21:44:22,,,
pay_78CZD91WhgYNNY,order_28g0JcGgkOh3n6,acc_ACMERT0001,942563,INR,card,partially_refunded,18851,3393,920319,2026-08-01 21:48:32,2026-08-01 21:48:39,setl_1kznjIa6OVNsrJ,
pay_RiTyHVpguHLm0X,order_xDgjTB1AffdB4i,acc_ACMERT0001,146808,INR,upi,captured,0,0,146808,2026-08-01 23:25:37,2026-08-01 23:26:03,setl_1kznjIa6OVNsrJ,
pay_jPxv0ih2mCAXXa,order_p1ZEvsGkfrxTWA,acc_ACMERT0001,89743,INR,card,captured,1795,323,87625,2026-08-01 23:26:50,2026-08-01 23:27:18,setl_1kznjIa6OVNsrJ,
pay_4qwRkl035GcZev,order_BhNohJoFqvYwXc,acc_ACMERT0001,89630,INR,upi,refunded,0,0,89630,2026-08-01 23:38:42,2026-08-01 23:38:46,,
pay_tKACf2OGnY9jxI,order_kYpI8B96JCca0D,acc_ACMERT0001,93878,INR,wallet,failed,0,0,0,2026-08-02 07:03:59,,,
pay_sxdwD6y4P3BeMs,order_kYpI8B96JCca0D,acc_ACMERT0001,93878,INR,wallet,captured,1643,296,91939,2026-08-02 07:09:59,2026-08-02 07:10:16,setl_JEc732Eewvmt7G,retry after failed attempt
pay_yo5zvIc9Q4CVrP,order_f3kTbKOYXTtJPh,acc_ACMERT0001,45509,INR,upi,captured,0,0,45509,2026-08-02 08:36:33,2026-08-02 08:37:04,setl_73nmWKVVt1SRn4,
pay_we3cAEKtKC5vYy,order_E1U1MiWiGODWCQ,acc_ACMERT0001,541013,INR,upi,captured,0,0,541013,2026-08-02 09:51:39,2026-08-02 09:52:06,setl_73nmWKVVt1SRn4,
pay_TFWzIfY4PPeIb5,order_10QCRhw0y0Mwyl,acc_ACMERT0001,208840,INR,netbanking,failed,0,0,0,2026-08-02 10:29:23,,,
pay_u4R8vOqWTCrpQu,order_vnD9Mvb6SiP7aM,acc_ACMERT0001,905383,INR,upi,failed,0,0,0,2026-08-02 12:26:35,,,
pay_rMq1Ryw1OnL1Gs,order_ckVIKetfzSh1iU,acc_ACMERT0001,38309,INR,upi,failed,0,0,0,2026-08-02 13:39:32,,,
pay_CaoVbWrR6Twmf0,order_NOtZTooF9xcrF5,acc_ACMERT0001,51870,INR,upi,captured,0,0,51870,2026-08-02 13:52:40,2026-08-02 13:52:58,setl_73nmWKVVt1SRn4,
pay_dmpWMLpFGWGy8h,order_rduDJAeEbAOo64,acc_ACMERT0001,76610,INR,card,captured,1532,276,74802,2026-08-02 14:48:35,2026-08-02 14:48:44,setl_73nmWKVVt1SRn4,
pay_KGFkJmQVKRRMKl,order_eLiVeiq7K2o4HU,acc_ACMERT0001,11515,INR,netbanking,failed,0,0,0,2026-08-02 15:43:35,,,
pay_a8BPR8Pd28uB2A,order_rhRHDFxHWc4Uod,acc_ACMERT0001,167666,INR,card,captured,3353,604,163709,2026-08-02 17:00:25,2026-08-02 17:00:31,setl_73nmWKVVt1SRn4,
pay_G5bhQ7Il9brYnp,order_1T14LCfZIMuzLc,acc_ACMERT0001,2425881,INR,upi,captured,0,0,2425881,2026-08-02 20:11:26,2026-08-02 20:12:00,setl_73nmWKVVt1SRn4,
pay_uyqfhgIksjlqXf,order_jt8ARkdN9ulbTd,acc_ACMERT0001,19336,INR,card,refunded,387,70,18879,2026-08-02 20:57:20,2026-08-02 20:57:28,,
pay_xaewbJhjsCmOL6,order_Wxcbmmslo4qUlv,acc_ACMERT0001,22844,INR,netbanking,captured,434,78,22332,2026-08-03 07:11:53,2026-08-03 07:12:00,setl_MsYQ28peNg4a2b,
pay_b1RiyPY4hv7ntD,order_pxZxQk8HZN4B4T,acc_ACMERT0001,18571,INR,card,captured,371,67,18133,2026-08-03 13:12:34,2026-08-03 13:12:58,setl_MsYQ28peNg4a2b,
pay_GyW4PWGxFHDluT,order_xHSET9FErLzO6Y,acc_ACMERT0001,24386,INR,upi,captured,0,0,24386,2026-08-03 13:28:55,2026-08-03 13:29:09,setl_MsYQ28peNg4a2b,
pay_XjjEtMvsxaHLQR,order_jdpG01J2dBwmmO,acc_ACMERT0001,558143,INR,netbanking,captured,10605,1909,545629,2026-08-03 13:42:30,2026-08-03 13:43:00,setl_MsYQ28peNg4a2b,
pay_oqPew5fs1GGIPf,order_Yr7oghexcImvmR,acc_ACMERT0001,27987,INR,card,failed,0,0,0,2026-08-03 13:45:38,,,
pay_ZbVoSB9e6pmkvt,order_eOOgbEBZbLZO7v,acc_ACMERT0001,41036,INR,netbanking,captured,780,140,40116,2026-08-03 14:21:53,2026-08-03 14:22:15,setl_MsYQ28peNg4a2b,
pay_tB4yKk71xqJfiW,order_fsCHwoLcDGNvBC,acc_ACMERT0001,180427,INR,upi,captured,0,0,180427,2026-08-03 17:17:24,2026-08-03 17:17:53,setl_MsYQ28peNg4a2b,
pay_ds2yzgNWAo3MYQ,order_NaDyDYB4NNgvP8,acc_ACMERT0001,43896,INR,upi,captured,0,0,43896,2026-08-03 17:37:12,2026-08-03 17:37:13,setl_MsYQ28peNg4a2b,
pay_MTeLY1m5KiOGqw,order_AEUNClpiZcditL,acc_ACMERT0001,4164072,INR,upi,failed,0,0,0,2026-08-03 18:19:37,,,
pay_MSv2LK9vNtAvkg,order_D4Y6cFo6aOoSoD,acc_ACMERT0001,31726,INR,upi,refunded,0,0,31726,2026-08-03 19:13:25,2026-08-03 19:13:26,,
pay_HYp8eXMNCWgOCL,order_hfd6cyu42SeYid,acc_ACMERT0001,129028,INR,netbanking,captured,2452,441,126135,2026-08-03 20:04:06,2026-08-03 20:04:42,setl_MsYQ28peNg4a2b,
pay_uMBOp6cWNLm2Is,order_YjupdOYr3i2G9L,acc_ACMERT0001,15335,INR,netbanking,captured,291,52,14992,2026-08-03 22:50:42,2026-08-03 22:50:53,setl_MsYQ28peNg4a2b,
pay_uJOmNn7Iz8Bhon,order_gwulazPuaynDoe,acc_ACMERT0001,34181,INR,upi,captured,0,0,34181,2026-08-04 08:04:56,2026-08-04 08:05:16,setl_D774Z6nh6OV8RY,
pay_sP46DwS1TYtzN0,order_Z2lApl5NUBDy6Q,acc_ACMERT0001,153167,INR,card,failed,0,0,0,2026-08-04 08:15:56,,,
pay_adXyXm7px6pmfb,order_Abav0mRQeo94gZ,acc_ACMERT0001,93790,INR,netbanking,captured,1782,321,91687,2026-08-04 08:26:32,2026-08-04 08:26:53,setl_D774Z6nh6OV8RY,
pay_r4OIsQ6eSUU5n6,order_FAWJhxeWgGXXuA,acc_ACMERT0001,43165,INR,upi,captured,0,0,43165,2026-08-04 08:29:01,2026-08-04 08:29:31,setl_D774Z6nh6OV8RY,
pay_XMFgTIY72Kkq9g,order_MuOSyR7XSivlOW,acc_ACMERT0001,41596,INR,netbanking,captured,790,142,40664,2026-08-04 09:21:01,2026-08-04 09:21:39,setl_D774Z6nh6OV8RY,
pay_7ij8vKOZM6MK3z,order_yn8zeIymEgvK9C,acc_ACMERT0001,21234,INR,upi,captured,0,0,21234,2026-08-04 10:43:35,2026-08-04 10:44:14,setl_D774Z6nh6OV8RY,
pay_yvVz2mzcaqhT6i,order_uQVDFDefJQpT8C,acc_ACMERT0001,369205,INR,card,captured,7384,1329,360492,2026-08-04 12:53:01,2026-08-04 12:53:13,setl_D774Z6nh6OV8RY,
pay_u2mBX8SAnCC2Jb,order_xiK3it8VaFZQ1w,acc_ACMERT0001,155740,INR,card,captured,3115,561,152064,2026-08-04 16:20:37,2026-08-04 16:20:40,setl_D774Z6nh6OV8RY,
pay_shIVzkeQWaRrjC,order_wlnTc5RInCSd1O,acc_ACMERT0001,76946,INR,netbanking,captured,1462,263,75221,2026-08-04 19:44:19,2026-08-04 19:44:58,setl_D774Z6nh6OV8RY,
pay_Fblme69ysnosQH,order_eDdxHaku36Azkh,acc_ACMERT0001,68025,INR,card,captured,1360,245,66420,2026-08-04 19:57:55,2026-08-04 19:58:09,setl_D774Z6nh6OV8RY,
pay_tB0TQEkMK8tLmG,order_TRDrmajCe0zMZp,acc_ACMERT0001,714807,INR,upi,captured,0,0,714807,2026-08-04 21:29:36,2026-08-04 21:29:42,setl_D774Z6nh6OV8RY,
pay_6qaXts0wYz8z0L,order_WPaEPGW8j3zooU,acc_ACMERT0001,185220,INR,upi,captured,0,0,185220,2026-08-04 21:46:52,2026-08-04 21:46:58,setl_oco80CpzaBd9eZ,
pay_yMH9Wr7FEWvMBv,order_xR4vu0p8xQzyNd,acc_ACMERT0001,305043,INR,wallet,captured,5338,961,298744,2026-08-05 07:29:55,2026-08-05 07:30:04,setl_aK5cQe9X4rTsUE,
pay_q53ACO6Ng3Okfs,order_fyhrevbLpEFRWg,acc_ACMERT0001,10473,INR,card,captured,209,38,10226,2026-08-05 08:06:13,2026-08-05 08:06:14,setl_aK5cQe9X4rTsUE,
pay_VxyFtPLeA4c6hy,order_7KkmWB9qX6WUwG,acc_ACMERT0001,146516,INR,upi,failed,0,0,0,2026-08-05 08:41:24,,,
pay_sKC9Omr3YEf8xz,order_ykECBGNVBWj09Y,acc_ACMERT0001,648158,INR,upi,failed,0,0,0,2026-08-05 09:48:58,,,
pay_H6m4Bk1BqStG9I,order_Q4yLtUAW47U3fg,acc_ACMERT0001,561122,INR,upi,captured,0,0,561122,2026-08-05 11:17:47,2026-08-05 11:18:13,setl_aK5cQe9X4rTsUE,
pay_Stak0FageXSAHA,order_PsUBklxlTimFlG,acc_ACMERT0001,105724,INR,wallet,captured,1850,333,103541,2026-08-05 12:12:03,2026-08-05 12:12:16,,
pay_lCOae3Fe9mdOj8,order_niflLJ1Y7npGfB,acc_ACMERT0001,22945,INR,upi,captured,0,0,22945,2026-08-05 14:27:11,2026-08-05 14:27:31,setl_aK5cQe9X4rTsUE,
pay_V4viruPYWcHYAP,order_0sWbo2UvvpnId6,acc_ACMERT0001,4361532,INR,netbanking,partially_refunded,82869,14916,4263747,2026-08-05 14:38:55,2026-08-05 14:39:16,setl_aK5cQe9X4rTsUE,
pay_yGOVoGLTaobNW5,order_htpVBWpNfdixFs,acc_ACMERT0001,59937,INR,card,captured,1199,216,58522,2026-08-05 14:59:46,2026-08-05 15:00:15,setl_aK5cQe9X4rTsUE,
pay_VppEc60xOTRbSQ,order_PjqMD8RjqpML8Q,acc_ACMERT0001,16049,INR,netbanking,captured,305,55,15689,2026-08-05 19:25:45,2026-08-05 19:25:51,setl_aK5cQe9X4rTsUE,
pay_MIjJUlqyDtDsyJ,order_MEeviTEmj6maa3,acc_ACMERT0001,715326,INR,upi,failed,0,0,0,2026-08-05 19:59:26,,,
pay_FsT9ydZvj0Tn2U,order_7ZoSVd73Xl2FUz,acc_ACMERT0001,366926,INR,card,captured,7339,1321,358266,2026-08-06 07:35:25,2026-08-06 07:35:56,setl_juVOwAlLzxDwXs,
pay_zVNYfwB8787EQ2,order_S5gUysMmTj3H4K,acc_ACMERT0001,233287,INR,netbanking,captured,4432,798,228057,2026-08-06 11:31:50,2026-08-06 11:32:26,setl_oco80CpzaBd9eZ,
pay_7IOUFfYSv3o7KX,order_7MePvy6TVVUyPP,acc_ACMERT0001,2832752,INR,netbanking,captured,53822,9688,2769242,2026-08-06 14:14:16,2026-08-06 14:14:22,setl_juVOwAlLzxDwXs,
pay_zaI2Duj08s1oFR,order_DjMsjVQ2Z0ScMu,acc_ACMERT0001,1517845,INR,card,captured,30357,5464,1482024,2026-08-06 15:54:45,2026-08-06 15:54:59,setl_juVOwAlLzxDwXs,
pay_Mh3Hr8SW0pxCNR,order_Q3EGAQmaO980ub,acc_ACMERT0001,971555,INR,upi,captured,0,0,971555,2026-08-06 17:43:28,2026-08-06 17:44:00,setl_juVOwAlLzxDwXs,
pay_wWzzeHUssS7mS2,order_JzgiuWYL3Zd27T,acc_ACMERT0001,86060,INR,card,captured,1721,310,84029,2026-08-06 21:44:30,2026-08-06 21:44:40,setl_juVOwAlLzxDwXs,
pay_3Dk5C9hEQIppnk,order_W8QSfgBTbk77u5,acc_ACMERT0001,26883,INR,card,captured,538,97,26248,2026-08-06 22:57:42,2026-08-06 22:57:51,setl_juVOwAlLzxDwXs,
pay_hfvVL7mV8hKxi2,order_u9yKVatdLIm2yB,acc_ACMERT0001,83110,INR,card,captured,1662,299,81149,2026-08-06 23:42:38,2026-08-06 23:42:45,setl_juVOwAlLzxDwXs,
pay_J0IYZHFeH1LIT0,order_YPhWWn9Q5hl3MS,acc_ACMERT0001,132390,INR,card,captured,2648,477,129265,2026-08-07 10:02:08,2026-08-07 10:02:19,setl_Ki0Yn0Szf0A4hG,
pay_FPQ6GobLKKErSV,order_gYLlyEPSBtKigu,acc_ACMERT0001,763621,INR,card,captured,15272,2749,745600,2026-08-07 12:25:52,2026-08-07 12:26:18,setl_Ki0Yn0Szf0A4hG,
pay_perhIhRJAevOfx,order_6vXrj3Zoragyoy,acc_ACMERT0001,329502,INR,wallet,failed,0,0,0,2026-08-07 12:33:46,,,
pay_wMIGnSgQ0cpcmj,order_t21n9iMJnLwriU,acc_ACMERT0001,26709,INR,upi,failed,0,0,0,2026-08-07 15:24:41,,,
pay_k2cqUEYeoD6k7R,order_t21n9iMJnLwriU,acc_ACMERT0001,26709,INR,upi,captured,0,0,26709,2026-08-07 15:32:41,2026-08-07 15:32:45,setl_fQDZ5vNUx2E99q,retry after failed attempt
pay_fJq2WcfhGtx9Ik,order_B8Qaptc88H5YsQ,acc_ACMERT0001,42141,INR,upi,failed,0,0,0,2026-08-07 17:33:58,,,
pay_nZVmVPaxU2KgRY,order_2jy8BR1k7dgwEl,acc_ACMERT0001,43779,INR,wallet,failed,0,0,0,2026-08-07 17:37:27,,,
